converted from lammps dump file
 
 46656 atoms
 
1 atom types
 
         -0.2154440000          50.6907000000  xlo xhi
         -0.2154440000          50.6907000000  ylo yhi
         -0.2154440000          50.6907000000  zlo zhi
 
  Masses
 
  1 12.0107
 
  Atoms
 
27320 1 4.69615 45.4099 25.1714
27321 1 20.2124 44.3464 18.6817
27322 1 27.462 39.5466 28.4933
27323 1 32.3364 42.5431 23.7027
27324 1 48.8253 40.9099 19.3329
27325 1 0.0633469 48.5909 27.3547
27326 1 13.1566 3.96711 32.6384
27327 1 20.6846 2.07486 33.5801
27328 1 25.0077 2.36099 26.7511
27329 1 33.805 3.94222 33.6643
27330 1 44.0927 50.4669 32.7266
27331 1 1.52267 9.05047 34.4117
27332 1 11.1022 9.50957 30.7554
27333 1 19.5114 13.8339 31.9527
27334 1 31.4732 3.81189 31.1895
27335 1 35.3245 7.06636 31.9671
27336 1 44.9815 8.88496 30.2191
27337 1 2.57218 19.8828 28.2562
27338 1 4.86529 12.1125 40.587
27339 1 14.5517 19.03 31.3237
27340 1 28.3301 19.687 34.537
27341 1 34.5647 15.8681 30.3084
27342 1 42.6445 19.4809 33.8122
27343 1 2.68207 24.8736 34.7674
27344 1 5.36699 25.7419 30.9103
27345 1 17.5906 28.4881 31.1886
27346 1 29.1341 29.1066 32.9672
27347 1 36.0566 24.0902 30.4679
27348 1 46.3265 28.8511 33.8097
27349 1 50.1927 32.8836 33.3192
27350 1 11.6859 36.0951 33.4258
27351 1 20.806 38.5999 25.7426
27352 1 28.3923 32.7298 32.3706
27353 1 34.9538 34.8408 37.0914
27354 1 43.7969 37.0833 30.7616
27355 1 47.9358 39.8708 35.2465
27356 1 11.6034 39.967 29.2703
27357 1 16.0842 39.0328 34.311
27358 1 22.9973 41.6119 33.0045
27359 1 35.3065 46.679 25.0693
27360 1 42.2795 44.5819 31.1553
27361 1 0.668206 0.780066 41.6028
27362 1 6.18506 49.3838 40.199
27363 1 16.9548 8.41744 39.3552
27364 1 24.1153 3.18999 44.1796
27365 1 33.4882 0.615698 39.317
27366 1 44.2755 0.175226 43.3116
27367 1 1.98229 8.27096 40.9121
27368 1 9.14736 12.1125 38.4538
27369 1 21.5679 11.1138 45.4597
27370 1 27.4494 5.75577 42.3181
27371 1 36.0836 9.13781 41.1626
27372 1 38.4983 7.49651 43.8668
27373 1 2.90182 17.6542 39.9764
27374 1 10.7368 22.8741 46.5862
27375 1 12.9679 16.2947 40.2104
27376 1 26.5176 12.575 41.1371
27377 1 38.2245 19.2504 49.0465
27378 1 45.5674 21.5398 38.9741
27379 1 3.58748 29.2135 39.3444
27380 1 16.544 29.8597 43.5378
27381 1 19.5531 26.2408 39.5633
27382 1 24.2354 30.3028 38.3984
27383 1 37.4775 21.8219 46.7602
27384 1 43.659 28.2072 40.324
27385 1 1.55087 39.8661 40.1794
27386 1 13.3788 35.6814 43.3001
27387 1 21.4297 36.9288 45.1297
27388 1 23.5156 35.2193 44.4015
27389 1 35.9534 40.1608 42.0897
27390 1 39.8687 37.781 45.0069
27391 1 49.5762 44.1429 36.9478
27392 1 5.56375 42.1876 37.8989
27393 1 20.9795 50.0548 39.0366
27394 1 32.9992 42.5248 43.5343
27395 1 34.3324 38.2745 37.7679
27396 1 46.0164 42.2108 42.3542
27397 1 3.77886 3.57351 0.148308
27398 1 16.4456 -0.212554 0.77833
27399 1 21.6236 4.34669 1.89093
27400 1 29.6569 5.95333 48.1085
27401 1 34.5508 1.41138 45.0245
27402 1 42.8412 2.10336 48.1828
27403 1 5.74322 14.1966 50.3916
27404 1 8.32115 8.0864 49.9948
27405 1 22.9331 8.13656 50.4804
27406 1 30.3045 9.74569 48.8826
27407 1 34.2295 10.0452 44.4731
27408 1 44.4919 10.7088 48.6533
27409 1 0.792745 18.3996 46.9951
27410 1 9.91551 20.3657 4.55698
27411 1 22.2623 19.5518 3.24282
27412 1 24.7542 18.6114 0.87181
27413 1 33.9096 18.0135 3.35284
27414 1 42.5153 18.9422 46.9748
27415 1 50.5459 23.7081 0.52013
27416 1 6.01599 24.1971 2.14663
27417 1 14.1917 24.2324 49.7051
27418 1 28.8776 26.8627 1.41768
27419 1 36.2942 25.9458 44.2132
27420 1 45.2932 23.7636 3.86204
27421 1 49.7461 34.8032 47.4123
27422 1 6.46477 33.9806 47.2918
27423 1 18.1749 33.2576 47.4435
27424 1 23.2684 35.3824 4.56374
27425 1 35.3293 35.8741 0.746501
27426 1 44.8393 35.3992 44.1905
27427 1 0.0372846 40.6998 50.5058
27428 1 12.8942 47.2009 46.1561
27429 1 15.3451 44.0094 49.499
27430 1 23.5528 43.314 1.12629
27431 1 38.9271 41.7965 48.0188
27432 1 46.6852 47.1121 2.4633
27433 1 3.14349 3.3444 7.33887
27434 1 15.1495 6.25056 8.31909
27435 1 19.7434 5.10264 8.46402
27436 1 27.9716 7.54133 10.6433
27437 1 35.0458 5.73116 6.86305
27438 1 48.7262 5.66053 10.2245
27439 1 10.1803 12.7526 6.67676
27440 1 12.4968 12.4888 6.07244
27441 1 21.5917 12.0727 8.50992
27442 1 26.7662 10.2671 3.67594
27443 1 37.8605 4.5392 13.5816
27444 1 50.0986 11.6541 9.42533
27445 1 3.04937 17.4648 9.35481
27446 1 14.5599 19.7146 9.41441
27447 1 25.2229 22.0644 6.37612
27448 1 34.0843 19.0891 5.77453
27449 1 35.0351 22.8931 5.5289
27450 1 47.574 18.8903 12.6423
27451 1 -0.0339669 26.7706 11.8224
27452 1 13.81 27.269 5.85297
27453 1 20.5204 27.4988 7.9328
27454 1 27.9887 29.1266 9.70311
27455 1 40.2199 29.0212 12.8762
27456 1 49.0843 30.9568 8.82858
27457 1 3.95176 37.7664 3.86191
27458 1 14.5411 33.764 7.57067
27459 1 19.566 29.8861 3.83179
27460 1 29.9447 38.6436 2.03507
27461 1 37.6221 33.0111 10.8487
27462 1 47.4581 32.2655 4.82367
27463 1 0.558449 47.5905 6.69125
27464 1 12.429 44.1864 8.78754
27465 1 15.7704 45.0403 9.15415
27466 1 30.0878 39.1029 5.9223
27467 1 35.0605 49.4467 10.2527
27468 1 46.2609 48.9373 4.04079
27469 1 2.85689 8.51292 13.1269
27470 1 10.0666 48.9556 18.3115
27471 1 14.6429 2.58739 15.624
27472 1 33.0814 6.4384 16.0407
27473 1 33.9441 6.55421 11.6202
27474 1 42.5497 7.27277 18.2862
27475 1 6.49605 13.0826 14.8978
27476 1 10.4421 10.9387 18.4547
27477 1 15.2453 15.7116 14.3367
27478 1 28.3722 15.3738 16.7023
27479 1 36.2174 17.4798 12.7909
27480 1 1.99581 3.06164 12.7878
27481 1 2.84464 20.052 14.8434
27482 1 16.3874 14.9378 17.5216
27483 1 21.3678 24.9365 17.3662
27484 1 33.4801 23.808 15.2574
27485 1 39.3697 12.1139 14.7801
27486 1 46.4131 17.2399 15.2227
27487 1 4.68084 26.5004 19.2902
27488 1 12.6321 30.2106 15.3512
27489 1 18.7576 28.0797 12.8606
27490 1 25.2314 31.7078 13.631
27491 1 38.036 29.1294 13.33
27492 1 43.7937 27.0928 15.6614
27493 1 4.54879 32.5116 16.8377
27494 1 10.6132 29.8434 15.3385
27495 1 28.261 34.3405 15.2187
27496 1 30.0012 33.1749 12.4328
27497 1 38.5122 37.6356 14.5962
27498 1 44.9384 35.9884 19.346
27499 1 4.30662 43.1741 19.2304
27500 1 14.749 47.4735 12.8316
27501 1 20.569 48.2837 16.5052
27502 1 20.9411 48.6589 12.357
27503 1 37.4412 49.0256 13.9976
27504 1 48.5213 44.8078 10.6136
27505 1 2.13759 6.35764 20.3896
27506 1 12.6375 4.504 27.5282
27507 1 22.3523 3.23664 23.0985
27508 1 30.1601 49.9666 22.5363
27509 1 40.6599 3.67203 25.3232
27510 1 49.9006 5.22202 24.895
27511 1 6.80864 7.38125 25.5851
27512 1 11.2463 7.96228 26.9587
27513 1 17.6706 10.1889 24.9084
27514 1 29.0502 12.8045 24.8324
27515 1 40.1577 5.66954 25.7765
27516 1 46.9431 9.18761 27.5506
27517 1 3.15346 16.0542 25.0403
27518 1 18.4876 23.9334 24.3526
27519 1 19.2501 19.1105 24.8642
27520 1 27.7983 22.2857 30.0063
27521 1 43.3747 21.1312 25.2334
27522 1 49.0339 18.3338 25.1362
27523 1 6.82227 29.6 24.539
27524 1 12.9377 30.8448 26.8848
27525 1 21.322 34.0557 25.0242
27526 1 28.9247 24.5232 25.7517
27527 1 40.0808 27.8027 23.683
27528 1 43.7203 29.0044 25.43
27529 1 6.93424 37.5148 23.6327
27530 1 10.9829 37.4487 23.9498
27531 1 17.6644 41.7302 23.9213
27532 1 33.7443 37.1944 26.2746
27533 1 38.4089 41.5481 24.0226
27534 1 46.234 36.2047 20.7744
27535 1 1.03818 44.4536 25.3155
27536 1 12.6738 39.6162 28.7536
27537 1 23.0378 46.9765 21.2744
27538 1 30.3279 45.6552 22.2354
27539 1 35.7253 48.8807 22.0264
27540 1 47.4005 50.5452 23.577
27541 1 2.70098 2.41877 23.9215
27542 1 8.71311 10.2202 33.0447
27543 1 16.3454 10.5221 33.4288
27544 1 32.0354 0.863151 34.9225
27545 1 43.4923 3.47652 32.2292
27546 1 45.1529 0.171386 28.7064
27547 1 2.46863 7.637 35.652
27548 1 18.7288 7.69857 30.9932
27549 1 21.0528 14.3858 33.3659
27550 1 27.7951 12.5484 36.7193
27551 1 38.1123 10.3967 33.1657
27552 1 42.2768 12.8279 30.8188
27553 1 6.00621 13.6683 33.7784
27554 1 15.69 19.473 33.2357
27555 1 19.3477 24.842 37.878
27556 1 26.63 22.2026 35.1153
27557 1 36.9181 18.3248 29.9599
27558 1 46.361 19.0277 33.5267
27559 1 8.07675 27.3236 34.9676
27560 1 13.2776 27.7076 39.2173
27561 1 27.9175 23.4926 34.6687
27562 1 27.1351 20.4665 37.7378
27563 1 35.9693 21.8589 33.7552
27564 1 0.0190901 29.5845 38.5081
27565 1 50.4978 37.0784 32.0344
27566 1 8.11975 34.9774 36.6091
27567 1 20.1159 37.3708 33.9936
27568 1 28.0703 36.7137 29.8598
27569 1 33.0425 40.4603 30.1561
27570 1 45.0209 39.2663 33.8859
27571 1 8.95441 45.2372 28.9121
27572 1 12.4532 46.8629 37.7628
27573 1 16.6661 42.6725 29.2861
27574 1 28.4152 46.6569 35.8112
27575 1 35.7107 44.9863 32.8317
27576 1 48.5163 41.6222 34.8727
27577 1 1.00653 0.833458 45.3093
27578 1 11.269 6.75179 39.7059
27579 1 17.5694 2.07398 41.7036
27580 1 26.6607 1.40794 36.6707
27581 1 39.7902 0.853116 40.6347
27582 1 46.5625 48.9386 42.2132
27583 1 49.3609 11.8793 38.9522
27584 1 12.8393 8.80033 45.142
27585 1 16.1753 11.2546 42.7875
27586 1 32.1757 14.8676 43.0676
27587 1 34.7067 10.4669 39.0884
27588 1 47.3983 10.1867 47.694
27589 1 6.50264 26.9441 39.1067
27590 1 8.14455 23.0137 40.9883
27591 1 19.7101 18.9859 40.552
27592 1 32.0831 21.4557 40.6555
27593 1 35.1231 21.7567 41.3262
27594 1 47.6426 20.5509 40.4909
27595 1 2.43878 29.2168 39.7496
27596 1 12.5824 32.2147 43.5857
27597 1 15.4903 29.6876 40.435
27598 1 32.2912 31.6394 43.1014
27599 1 38.5108 31.3609 42.7196
27600 1 48.7083 25.0594 43.819
27601 1 -0.0146801 38.018 37.0062
27602 1 14.3328 37.281 43.434
27603 1 22.8311 40.1747 43.9407
27604 1 29.0769 41.1513 41.7735
27605 1 36.892 38.7611 45.7363
27606 1 1.16058 37.6712 40.0768
27607 1 7.30264 43.0872 38.1956
27608 1 15.2087 41.6047 42.3151
27609 1 18.5972 44.0026 42.0902
27610 1 29.8333 45.37 41.6376
27611 1 41.199 43.7998 44.5628
27612 1 44.9488 39.5447 48.2422
27613 1 1.81495 3.23905 0.184983
27614 1 5.84968 6.66809 50.4066
27615 1 17.4288 6.61422 0.437581
27616 1 26.1841 50.2109 0.0201534
27617 1 30.0981 7.31303 5.00658
27618 1 49.7765 50.3794 3.69575
27619 1 10.0624 11.2604 4.14013
27620 1 15.2134 12.8076 4.1963
27621 1 16.3366 13.1994 4.64487
27622 1 22.5582 10.8973 4.71386
27623 1 36.8408 14.633 1.71178
27624 1 41.8127 9.24012 50.0141
27625 1 1.24042 20.3949 49.6105
27626 1 11.1952 23.0135 48.3454
27627 1 23.7087 21.2062 6.37926
27628 1 24.0553 25.6076 50.0465
27629 1 35.666 17.7258 2.64467
27630 1 45.5748 17.8072 50.3589
27631 1 4.21419 29.9197 1.44644
27632 1 9.86028 25.1875 49.8053
27633 1 19.9565 26.2532 46.3135
27634 1 29.9147 28.1326 45.9794
27635 1 40.6673 30.4888 0.609864
27636 1 50.0841 24.8356 0.362734
27637 1 7.34543 36.4074 50.0918
27638 1 10.4442 37.7096 49.7773
27639 1 18.1455 36.392 4.62954
27640 1 24.5599 36.3055 0.754541
27641 1 37.3718 37.951 47.8418
27642 1 45.6137 34.3993 49.3318
27643 1 50.4913 41.6895 0.2172
27644 1 11.5413 44.0984 -0.0547478
27645 1 20.2484 45.8734 50.5037
27646 1 28.3755 42.5081 50.305
27647 1 40.9629 49.1481 1.25209
27648 1 0.745491 47.5372 4.73273
27649 1 7.66085 4.05812 5.92035
27650 1 14.5583 3.16042 7.91596
27651 1 25.0082 1.7427 11.9703
27652 1 29.3126 0.266841 7.73864
27653 1 45.671 2.03256 7.86272
27654 1 50.1772 0.813434 1.96433
27655 1 10.317 11.2224 8.76298
27656 1 16.1293 12.7437 5.83929
27657 1 29.5717 9.25694 4.97969
27658 1 35.4609 8.18739 3.60607
27659 1 44.4211 6.58613 8.19822
27660 1 1.00339 11.6167 3.10881
27661 1 5.00896 19.3905 0.797493
27662 1 15.7788 19.5565 9.57633
27663 1 24.8351 16.6195 10.2244
27664 1 33.2195 21.4678 5.81951
27665 1 40.3415 23.3373 5.32866
27666 1 50.4958 15.2528 8.9968
27667 1 4.36083 24.8554 5.80966
27668 1 17.0837 30.2681 2.66654
27669 1 26.4253 24.2027 8.14039
27670 1 32.2148 26.511 10.0251
27671 1 42.7564 25.8483 4.71677
27672 1 5.60092 23.5213 6.4252
27673 1 6.27528 38.0823 6.76879
27674 1 16.5099 35.5144 4.45723
27675 1 26.9852 38.1845 2.36469
27676 1 35.3967 37.234 7.66007
27677 1 45.0242 30.6339 8.8361
27678 1 3.83755 31.7352 1.03265
27679 1 8.54496 47.0563 1.88688
27680 1 18.3177 45.2056 2.00559
27681 1 23.1021 45.8174 4.41194
27682 1 30.3005 45.8053 0.674879
27683 1 43.7391 43.4812 7.15162
27684 1 46.2121 41.2058 10.6414
27685 1 9.42373 48.67 20.8236
27686 1 10.9506 -0.145627 11.974
27687 1 24.675 6.22332 21.4256
27688 1 30.1307 5.01696 14.0299
27689 1 43.4884 4.43264 14.641
27690 1 49.4854 48.5198 12.6753
27691 1 7.71401 13.8864 18.6823
27692 1 11.4616 12.117 10.3982
27693 1 24.9357 13.4022 11.3479
27694 1 31.2152 9.75705 18.4108
27695 1 39.8154 14.0269 9.76936
27696 1 0.0112685 10.5234 7.71026
27697 1 6.43685 18.9161 12.3111
27698 1 20.6265 17.1993 17.5088
27699 1 27.6622 15.1494 12.7234
27700 1 38.0323 20.0139 13.5042
27701 1 41.283 13.8772 16.4857
27702 1 47.3946 15.3639 7.35485
27703 1 8.78266 21.7476 10.628
27704 1 14.9607 31.4704 15.7085
27705 1 23.6029 23.7128 15.8323
27706 1 33.4201 30.5591 7.35447
27707 1 41.3053 23.2615 17.9285
27708 1 46.0163 28.8175 11.634
27709 1 8.23726 31.3599 11.7425
27710 1 17.5732 37.8246 16.9452
27711 1 22.944 32.6269 17.5969
27712 1 34.5529 32.6568 13.9829
27713 1 44.4451 37.2476 11.0818
27714 1 1.8077 31.7551 16.0281
27715 1 0.748458 44.6999 13.1344
27716 1 15.7271 45.4414 18.5081
27717 1 26.427 44.4618 12.6754
27718 1 33.67 46.9957 14.1476
27719 1 43.4741 44.4572 5.032
27720 1 48.1144 45.4846 17.0055
27721 1 8.08375 1.50039 19.8175
27722 1 15.4979 50.1918 20.7998
27723 1 26.0206 1.32798 18.8709
27724 1 30.7255 1.81989 28.1257
27725 1 41.8409 8.91871 23.1435
27726 1 49.2678 3.06331 21.1696
27727 1 11.4587 9.25318 24.0921
27728 1 18.604 8.8127 26.2106
27729 1 26.335 8.31413 22.6007
27730 1 33.0338 8.20416 21.385
27731 1 44.6944 9.68124 21.1407
27732 1 49.4224 4.16223 24.4878
27733 1 10.6273 19.2875 23.388
27734 1 16.5917 21.5911 25.3284
27735 1 28.724 18.008 23.9326
27736 1 34.2214 18.6915 28.039
27737 1 41.5751 21.9687 21.4328
27738 1 2.76009 15.0228 33.6506
27739 1 9.59347 26.7359 22.1201
27740 1 24.8967 27.5933 20.1354
27741 1 29.7385 24.7526 21.827
27742 1 34.0084 23.1086 24.742
27743 1 36.5191 26.2346 26.0516
27744 1 3.31236 30.0931 25.7045
27745 1 5.64591 35.7871 23.7548
27746 1 17.7928 37.7905 25.8036
27747 1 26.2067 36.5379 25.3887
27748 1 31.0024 29.4105 20.6618
27749 1 42.5922 32.0988 21.8806
27750 1 50.2868 35.6635 23.9423
27751 1 4.04837 40.9564 22.5627
27752 1 17.92 43.8545 23.6095
27753 1 26.4262 44.3398 24.1757
27754 1 30.3861 49.0521 23.3273
27755 1 39.5537 42.0617 22.3313
27756 1 50.4882 39.1845 24.5393
27757 1 11.2927 47.3036 34.671
27758 1 18.9226 1.49979 21.5421
27759 1 27.0327 0.943936 28.0186
27760 1 33.5188 0.854702 34.6156
27761 1 43.5496 5.40478 33.1631
27762 1 3.0463 48.3617 29.0716
27763 1 7.55214 9.60398 30.5742
27764 1 16.6478 3.19752 32.5496
27765 1 26.1964 9.96176 30.0734
27766 1 31.7214 9.3934 31.0291
27767 1 42.6608 7.61527 30.9711
27768 1 48.2706 8.24982 32.2754
27769 1 9.00606 20.9221 26.0489
27770 1 17.5716 13.0109 29.4768
27771 1 24.8779 21.2856 28.0983
27772 1 33.7632 14.9147 30.2554
27773 1 41.1497 19.3677 26.3395
27774 1 2.20823 21.3207 33.4111
27775 1 8.68302 34.2785 39.4291
27776 1 14.7044 30.3007 36.7754
27777 1 26.9113 23.2537 27.9503
27778 1 36.1854 24.7247 31.581
27779 1 38.2426 29.6248 34.0446
27780 1 41.6174 26.7778 31.0955
27781 1 11.8581 30.7369 35.0846
27782 1 11.6305 38.9964 32.5022
27783 1 24.9255 38.6335 32.4118
27784 1 37.9983 38.746 39.1057
27785 1 40.6002 40.6158 35.0888
27786 1 48.5476 32.4596 32.7214
27787 1 10.2993 43.2268 30.7932
27788 1 17.0241 41.8899 30.2313
27789 1 25.3678 47.505 35.036
27790 1 33.0378 44.5981 27.6446
27791 1 42.1584 45.6242 31.7779
27792 1 47.8308 37.2643 34.7982
27793 1 5.04797 4.60317 39.507
27794 1 16.181 49.4968 40.6061
27795 1 23.138 49.9847 42.0825
27796 1 35.8786 4.37271 39.466
27797 1 44.0838 1.75956 46.5325
27798 1 49.0314 49.8582 41.0388
27799 1 11.8254 11.5002 39.8357
27800 1 19.1212 13.3364 42.9859
27801 1 25.3151 8.72144 43.8526
27802 1 34.8777 7.64692 35.1989
27803 1 38.7156 11.5363 38.9442
27804 1 49.9681 9.47801 38.7964
27805 1 10.4772 26.5389 46.4016
27806 1 14.424 20.2016 39.3771
27807 1 25.6245 25.3508 43.1451
27808 1 30.3357 18.7891 39.0092
27809 1 39.6295 20.8012 38.2012
27810 1 1.84283 19.4297 37.6153
27811 1 8.87951 30.5243 38.0634
27812 1 14.6915 25.2684 41.575
27813 1 26.6695 25.9692 41.4648
27814 1 34.819 23.121 42.9984
27815 1 43.9791 25.9144 42.4413
27816 1 3.88166 30.9231 37.9341
27817 1 10.9773 38.9006 36.1909
27818 1 17.9279 36.2721 41.1218
27819 1 24.3642 38.2465 37.2006
27820 1 29.4063 32.83 35.4836
27821 1 38.9184 35.0846 42.0795
27822 1 0.864444 32.1439 39.2539
27823 1 6.95122 42.1852 43.2818
27824 1 21.456 36.875 41.8004
27825 1 29.8459 42.1631 36.2665
27826 1 28.7783 49.3686 42.3771
27827 1 43.5886 46.3693 42.2275
27828 1 47.7886 44.4646 41.0593
27829 1 9.35541 50.4316 0.180627
27830 1 16.615 3.59844 4.66263
27831 1 21.3633 3.46856 50.0646
27832 1 33.2039 0.728342 50.0325
27833 1 41.5491 3.88984 50.4327
27834 1 49.1723 49.3258 0.127757
27835 1 9.99846 14.803 47.9534
27836 1 18.7374 14.6655 49.247
27837 1 24.6832 7.941 44.6581
27838 1 32.3531 15.7111 49.0798
27839 1 37.4652 10.2282 46.5539
27840 1 48.1571 11.1228 50.1866
27841 1 13.0333 18.4148 47.5186
27842 1 10.6907 20.4395 46.9147
27843 1 22.0258 18.6548 47.2469
27844 1 29.3569 13.1196 47.3765
27845 1 39.692 17.359 47.1083
27846 1 44.4474 19.1218 0.625952
27847 1 8.26708 22.9297 0.569403
27848 1 20.0504 27.4988 46.2602
27849 1 23.7538 28.4455 48.9372
27850 1 34.0267 28.5022 41.8371
27851 1 39.0161 20.1492 48.5344
27852 1 50.5204 26.9312 49.1222
27853 1 7.56021 37.1696 1.16184
27854 1 14.1993 34.8926 46.5434
27855 1 20.0327 31.5423 0.382107
27856 1 33.2957 36.1299 48.3745
27857 1 41.389 38.1593 46.2852
27858 1 43.956 33.9738 47.6097
27859 1 12.555 48.9444 47.3469
27860 1 14.8879 48.2367 44.344
27861 1 23.1436 48.2392 47.218
27862 1 35.5482 43.6658 0.427158
27863 1 39.0274 45.1919 1.58808
27864 1 50.4846 45.8843 45.8529
27865 1 1.00777 5.2564 9.1968
27866 1 10.7807 4.284 4.53864
27867 1 17.442 2.68173 4.08277
27868 1 26.8876 4.99107 5.88425
27869 1 38.3164 9.03771 2.89548
27870 1 39.0208 4.57008 4.46128
27871 1 45.6694 9.83522 15.7658
27872 1 10.2728 14.1835 8.46148
27873 1 15.3829 10.7804 6.42205
27874 1 23.5382 9.02029 9.15107
27875 1 38.2688 11.895 6.12041
27876 1 44.9388 12.3814 9.77739
27877 1 49.8636 14.6602 7.20458
27878 1 10.974 24.1341 3.40576
27879 1 19.5726 21.0643 7.63726
27880 1 24.6766 25.6616 6.23718
27881 1 34.414 21.8549 6.02536
27882 1 49.7652 26.6466 7.1593
27883 1 3.97197 29.0734 10.9645
27884 1 10.2008 29.525 50.684
27885 1 14.3165 27.7261 4.85002
27886 1 25.9314 28.4056 6.33383
27887 1 36.4768 30.9899 2.46882
27888 1 45.7099 28.8094 8.04197
27889 1 1.74514 34.0306 4.39285
27890 1 11.0379 35.8061 8.33427
27891 1 17.0443 35.1392 8.16631
27892 1 21.9536 36.7724 8.41637
27893 1 40.472 40.9095 7.68971
27894 1 43.8995 39.1754 6.0191
27895 1 2.56502 44.4199 4.76901
27896 1 9.37058 48.4377 4.35089
27897 1 22.0827 47.4326 2.10915
27898 1 26.9389 0.170039 7.29698
27899 1 30.8444 45.0019 11.3059
27900 1 46.5471 45.07 6.17433
27901 1 2.05503 6.73563 11.5657
27902 1 8.10128 5.93562 15.701
27903 1 19.2153 50.6616 15.222
27904 1 31.6836 5.20796 15.0069
27905 1 34.0876 5.94035 15.5827
27906 1 43.1485 6.1136 12.0624
27907 1 6.65142 12.3192 18.6551
27908 1 9.04623 13.2646 15.4671
27909 1 21.1293 16.7558 14.0672
27910 1 29.0774 10.7827 15.2584
27911 1 35.2647 19.3663 14.5895
27912 1 41.9968 10.942 15.1868
27913 1 6.11112 17.6885 13.8581
27914 1 12.7675 18.3315 19.1294
27915 1 20.4444 14.5792 17.9733
27916 1 25.7635 26.2056 15.0746
27917 1 38.7631 17.9822 16.2089
27918 1 40.6207 23.4388 19.7695
27919 1 0.711886 35.2698 18.1501
27920 1 10.8935 28.7727 15.9395
27921 1 20.5556 28.4232 14.125
27922 1 28.0168 29.2071 12.4114
27923 1 31.3265 29.8062 15.3572
27924 1 44.0205 25.0448 12.6768
27925 1 49.8097 37.0399 16.1454
27926 1 7.16968 38.7663 16.5147
27927 1 15.1561 28.1363 17.4567
27928 1 28.5848 36.1248 14.0932
27929 1 38.2824 37.5585 16.5046
27930 1 44.694 42.3992 11.4759
27931 1 46.3172 42.5143 17.2856
27932 1 6.55264 48.8927 17.9114
27933 1 20.4712 44.3732 14.954
27934 1 32.0419 43.7318 17.4044
27935 1 33.9948 40.5983 13.5327
27936 1 43.6311 44.4374 14.5476
27937 1 0.39541 0.918072 23.9768
27938 1 15.2721 2.50071 23.4882
27939 1 19.7126 10.2286 25.3915
27940 1 28.026 2.29048 21.0412
27941 1 36.7762 3.00317 25.9799
27942 1 43.7853 4.76867 23.4409
27943 1 4.80214 13.2896 21.1312
27944 1 15.7588 7.65397 25.4736
27945 1 17.593 17.2321 28.6853
27946 1 28.4361 17.7136 27.0882
27947 1 37.569 8.08305 28.5842
27948 1 50.4668 9.81609 26.2087
27949 1 50.1664 18.7727 26.7754
27950 1 10.3736 19.3295 25.6518
27951 1 18.4172 19.6234 23.0899
27952 1 25.9975 19.6253 23.5645
27953 1 34.048 23.8277 19.5811
27954 1 45.478 16.9556 30.5225
27955 1 49.5181 30.2081 22.7461
27956 1 14.6001 25.9446 27.2578
27957 1 18.6818 28.5854 23.0717
27958 1 25.2686 28.7627 20.0776
27959 1 37.209 27.979 22.1185
27960 1 43.265 27.4247 22.9117
27961 1 49.1161 43.8099 23.5839
27962 1 9.88295 42.7911 19.3278
27963 1 22.1439 37.186 26.5399
27964 1 25.4809 37.4056 29.2788
27965 1 37.875 33.5884 28.6138
27966 1 43.4561 39.218 20.8402
27967 1 4.11484 46.5278 19.1575
27968 1 7.98398 44.469 25.6757
27969 1 12.8834 48.3034 26.4541
27970 1 31.1594 50.4481 25.2823
27971 1 36 43.9459 28.0133
27972 1 42.3509 40.9007 28.6664
27973 1 4.32932 1.51431 34.4085
27974 1 13.5117 7.81838 35.1068
27975 1 20.1996 2.41092 30.6224
27976 1 26.9149 6.96644 31.153
27977 1 31.4633 8.4077 35.9917
27978 1 45.4161 6.03513 32.953
27979 1 4.23426 9.89475 36.3804
27980 1 11.8398 16.2024 31.0184
27981 1 21.5338 15.59 36.1743
27982 1 25.7121 10.4045 31.1347
27983 1 33.5779 12.8321 32.5699
27984 1 44.3863 10.5895 31.7693
27985 1 4.32039 18.3708 32.6609
27986 1 12.5212 20.9761 33.9414
27987 1 17.0708 23.6008 39.8488
27988 1 19.6123 18.4912 34.8191
27989 1 34.986 25.9465 38.0594
27990 1 39.5232 19.4871 33.9301
27991 1 2.78778 22.4993 30.8629
27992 1 15.769 37.2811 37.3896
27993 1 20.0456 28.2165 33.7879
27994 1 29.0043 35.3345 36.8202
27995 1 40.3852 29.9058 32.5822
27996 1 44.9154 31.667 30.0706
27997 1 3.21944 37.0133 29.8141
27998 1 13.7257 38.1527 35.6165
27999 1 21.0672 36.0503 33.2429
28000 1 27.1409 40.9934 35.3256
28001 1 32.7401 36.9443 33.176
28002 1 44.5294 41.8237 32.1463
28003 1 2.5866 48.7552 30.1451
28004 1 15.7627 43.6064 36.0298
28005 1 16.1021 48.1106 35.7008
28006 1 31.8316 47.4153 32.3142
28007 1 35.1896 45.7732 27.9699
28008 1 48.2445 42.2321 33.2117
28009 1 50.0238 5.74494 43.1912
28010 1 9.50627 1.6164 50.5963
28011 1 19.93 5.88491 44.6626
28012 1 28.0661 2.43053 43.5793
28013 1 32.9393 9.47973 39.7458
28014 1 50.6364 4.93403 47.2235
28015 1 0.373228 12.4047 42.2448
28016 1 14.059 12.7261 44.063
28017 1 14.9388 20.1828 42.9362
28018 1 22.3354 10.3948 39.8204
28019 1 40.267 11.7616 33.7852
28020 1 42.344 16.3506 41.9525
