converted from lammps dump file
 
 46656 atoms
 
1 atom types
 
         -0.2154440000          50.6907000000  xlo xhi
         -0.2154440000          50.6907000000  ylo yhi
         -0.2154440000          50.6907000000  zlo zhi
 
  Masses
 
  1 12.0107
 
  Atoms
 
11202 1 45.2606 7.25326 47.0064
11203 1 49.6249 17.3167 49.0375
11204 1 10.1668 18.9141 2.95667
11205 1 16.7281 13.501 47.5126
11206 1 26.4492 17.7082 0.425184
11207 1 31.9896 11.4572 48.5664
11208 1 40.5307 14.9948 1.83487
11209 1 0.895257 24.3511 46.9435
11210 1 10.2365 18.9171 50.1438
11211 1 18.6983 25.0258 48.8944
11212 1 27.3689 21.4521 44.6705
11213 1 32.0712 20.0478 49.7591
11214 1 45.5359 23.0912 0.913287
11215 1 0.121785 29.9399 48.7774
11216 1 5.28755 32.3191 0.191079
11217 1 18.3951 27.5105 50.5396
11218 1 26.86 30.7886 49.3427
11219 1 34.9908 33.866 -0.00018821
11220 1 41.9001 36.6081 48.429
11221 1 2.46252 39.643 42.0249
11222 1 11.6755 37.9071 49.8316
11223 1 18.7309 44.6419 45.5888
11224 1 24.6181 39.3992 48.9611
11225 1 33.5909 46.1298 46.3037
11226 1 38.915 40.6999 47.3637
11227 1 0.0766974 46.7964 47.684
11228 1 6.53245 1.63542 3.66474
11229 1 16.469 49.0742 6.12315
11230 1 26.3585 49.4622 48.8472
11231 1 38.2385 48.3144 47.5041
11232 1 41.5726 47.8366 3.35799
11233 1 3.63902 5.86267 8.27173
11234 1 15.0502 8.62884 5.90559
11235 1 20.1579 6.5514 7.05667
11236 1 29.4827 8.60346 11.9518
11237 1 34.9897 6.25907 8.0321
11238 1 47.3879 10.5362 8.20799
11239 1 0.010516 15.1946 10.8816
11240 1 17.1378 12.6515 7.40095
11241 1 23.9916 14.7651 10.332
11242 1 26.6299 16.5483 7.51977
11243 1 38.116 11.8222 9.60333
11244 1 43.6061 9.02762 3.9588
11245 1 5.77747 23.1449 8.43502
11246 1 11.3433 24.1062 6.13033
11247 1 20.0695 22.99 8.79268
11248 1 27.4271 25.4027 5.31608
11249 1 34.7139 23.2951 7.2043
11250 1 47.5723 20.4382 7.50393
11251 1 8.31992 32.9281 5.66142
11252 1 14.5831 27.4133 13.2983
11253 1 24.3971 29.4096 5.27183
11254 1 29.1697 34.8968 12.5054
11255 1 40.7381 32.7435 11.2038
11256 1 49.0013 32.6548 11.1221
11257 1 1.12909 41.2583 4.65132
11258 1 7.37247 40.6296 7.92696
11259 1 20.5429 46.1921 6.41752
11260 1 32.8686 43.692 4.05602
11261 1 36.2773 41.0478 8.87066
11262 1 43.8446 39.9664 2.19541
11263 1 0.469141 44.3776 4.93586
11264 1 16.5235 46.4288 9.61323
11265 1 22.2719 45.5772 6.75199
11266 1 26.2047 6.75859 5.80708
11267 1 38.2157 43.0429 2.5991
11268 1 50.0902 46.4883 8.93231
11269 1 3.90973 4.62193 13.9208
11270 1 9.24905 6.08527 16.2434
11271 1 22.7663 6.76318 17.75
11272 1 23.384 8.75889 22.5244
11273 1 32.9968 8.5353 16.5953
11274 1 40.5328 4.11475 15.4099
11275 1 4.22276 16.5966 12.9972
11276 1 12.4787 12.114 15.162
11277 1 18.0797 19.9745 11.1482
11278 1 31.9344 20.5922 10.6182
11279 1 34.429 15.2651 18.7511
11280 1 49.3093 16.3793 10.8426
11281 1 4.43137 21.4087 19.4081
11282 1 13.6633 20.8069 18.2459
11283 1 21.9489 19.5423 22.4442
11284 1 29.0473 26.3335 20.4602
11285 1 38.3587 26.2249 17.0662
11286 1 45.8668 21.9619 20.0985
11287 1 3.03283 32.6498 12.0877
11288 1 11.2159 31.6957 15.0303
11289 1 22.8218 29.6086 21.3336
11290 1 28.4849 32.6728 18.7163
11291 1 36.9529 29.0491 16.2576
11292 1 49.0767 33.939 12.6325
11293 1 4.02921 38.7046 17.6468
11294 1 7.79398 39.9169 18.0551
11295 1 22.547 37.9212 17.8562
11296 1 28.3925 38.0864 16.522
11297 1 38.6026 44.3243 14.2258
11298 1 45.4392 36.9194 16.6407
11299 1 1.51254 44.0938 14.7821
11300 1 15.9265 2.62159 19.4217
11301 1 17.3846 50.5811 18.3361
11302 1 26.5672 45.0666 16.8256
11303 1 34.7177 0.210611 13.6342
11304 1 42.0822 -0.155711 14.7709
11305 1 2.31956 4.04226 29.2549
11306 1 12.7805 6.88204 23.6254
11307 1 23.6439 5.57843 21.3604
11308 1 31.6285 0.0383942 23.5297
11309 1 43.5697 1.84493 24.0569
11310 1 47.4412 10.1543 25.7237
11311 1 2.34869 17.3471 22.2607
11312 1 12.6205 11.1417 25.095
11313 1 16.5684 9.79897 29.5416
11314 1 28.5315 19.6668 26.7
11315 1 40.6585 13.9647 22.901
11316 1 0.126023 16.9051 21.2097
11317 1 -0.212151 30.0196 26.14
11318 1 8.96195 26.3204 23.9385
11319 1 19.8641 22.6461 27.0559
11320 1 29.2915 22.81 23.8199
11321 1 37.4724 24.9206 22.7983
11322 1 47.0828 23.6317 27.6913
11323 1 3.24565 29.6699 20.2438
11324 1 13.4929 29.8314 27.2789
11325 1 19.5575 32.247 23.4876
11326 1 21.6728 30.8468 19.7489
11327 1 37.8478 33.1308 20.538
11328 1 47.3222 34.9824 26.7773
11329 1 0.915999 41.1527 20.5415
11330 1 11.4104 38.0955 17.1956
11331 1 23.5104 39.8571 28.6341
11332 1 28.2394 37.1963 25.661
11333 1 30.7559 36.5986 19.5121
11334 1 46.3397 41.0551 24.308
11335 1 1.51419 46.5462 19.9473
11336 1 12.54 1.8271 28.0938
11337 1 17.4386 50.504 27.7432
11338 1 28.1815 49.4377 23.2985
11339 1 43.3379 48.5555 23.6102
11340 1 45.7263 48.5263 24.079
11341 1 3.93463 6.34995 30.3134
11342 1 6.6964 4.25503 30.7823
11343 1 19.7134 8.72207 31.8878
11344 1 25.8988 7.56232 31.5778
11345 1 36.6328 4.92222 34.429
11346 1 42.0238 11.098 41.3738
11347 1 9.56673 12.8651 29.4489
11348 1 7.03279 12.0495 34.267
11349 1 16.9518 21.1268 32.7615
11350 1 30.7272 15.1651 36.2217
11351 1 37.1894 15.9592 37.5849
11352 1 40.4775 12.0565 35.5748
11353 1 50.0465 22.5655 34.5253
11354 1 14.6316 25.1595 38.0189
11355 1 22.3768 25.6049 37.0132
11356 1 31.3596 26.0319 31.9817
11357 1 40.3502 24.4941 33.3037
11358 1 45.977 20.6342 34.3537
11359 1 4.95499 29.8154 31.0413
11360 1 12.4534 30.8128 30.2876
11361 1 21.8989 32.7824 38.2578
11362 1 24.708 29.5582 34.611
11363 1 37.2406 32.4903 33.8495
11364 1 45.8959 33.1772 33.5433
11365 1 7.033 38.6723 35.8866
11366 1 12.2884 38.5733 30.5914
11367 1 16.5751 38.488 32.2464
11368 1 29.4678 39.9816 40.3133
11369 1 37.1562 41.6856 38.9248
11370 1 44.5832 39.9556 31.8049
11371 1 3.71036 48.8612 23.0969
11372 1 10.6045 3.77311 31.9359
11373 1 22.1265 44.5746 35.7467
11374 1 25.3896 47.6792 33.7899
11375 1 37.9104 49.0124 31.6188
11376 1 50.1377 2.5294 33.5812
11377 1 0.0460774 7.98499 41.7908
11378 1 11.1618 8.15046 44.9351
11379 1 24.6347 2.29176 40.4027
11380 1 24.3649 50.1421 39.8962
11381 1 37.3381 11.8946 37.2928
11382 1 45.3255 2.7587 42.5763
11383 1 3.56394 18.0913 43.9891
11384 1 9.18842 17.7955 41.9049
11385 1 21.1089 8.60893 36.9312
11386 1 26.4266 16.0263 42.7529
11387 1 36.0344 15.8663 45.9095
11388 1 44.5544 12.6089 43.4316
11389 1 4.38654 24.7564 38.8832
11390 1 16.404 25.5413 39.126
11391 1 14.0181 25.2226 43.4696
11392 1 28.7161 20.6342 40.7116
11393 1 34.0277 24.444 44.1481
11394 1 48.1518 18.8763 35.9445
11395 1 5.07342 30.0564 42.3122
11396 1 9.70766 34.6205 43.2491
11397 1 21.8756 31.7913 41.242
11398 1 31.5172 32.5005 44.62
11399 1 37.176 33.7876 38.8772
11400 1 45.7 22.4401 43.1312
11401 1 1.78052 41.3633 44.9824
11402 1 10.3753 40.7368 37.0078
11403 1 24.9546 40.5058 39.1937
11404 1 29.6774 42.0331 45.4507
11405 1 36.7816 37.0529 44.8357
11406 1 46.4474 37.8074 39.7459
11407 1 7.3082 49.6309 37.8937
11408 1 14.1891 0.337889 46.8323
11409 1 21.4101 50.5652 46.2095
11410 1 29.5867 48.4418 40.8197
11411 1 38.5608 50.3577 37.6639
11412 1 47.4312 47.7191 39.5771
11413 1 7.14074 7.94518 49.7204
11414 1 10.0393 6.44522 1.10181
11415 1 19.1797 2.76059 10.9171
11416 1 27.8346 3.49203 44.2122
11417 1 34.3217 6.60302 2.01678
11418 1 3.42406 6.65503 49.4266
11419 1 7.60581 13.2759 46.3172
11420 1 15.4258 18.9861 2.92105
11421 1 24.82 21.3596 49.9414
11422 1 30.8717 8.92706 1.03986
11423 1 37.0802 16.9637 46.7335
11424 1 45.5939 13.0162 49.9959
11425 1 4.69059 25.7038 1.55
11426 1 10.3298 24.2322 4.45181
11427 1 17.9016 25.5386 48.076
11428 1 25.1059 28.21 46.3648
11429 1 33.8244 27.4837 50.1438
11430 1 42.8346 27.2321 47.3919
11431 1 1.93371 30.2028 46.6751
11432 1 10.1846 34.7321 47.8676
11433 1 19.3665 32.1847 50.4766
11434 1 26.6634 36.3657 6.91981
11435 1 36.8011 34.9459 -0.121555
11436 1 46.5352 34.0246 2.48825
11437 1 2.647 38.0399 1.17247
11438 1 9.18677 40.301 48.7675
11439 1 22.6146 43.9867 0.728273
11440 1 22.2289 38.91 0.0258588
11441 1 36.0413 35.2157 48.6311
11442 1 43.5549 36.0444 49.6339
11443 1 4.25943 43.3156 5.67776
11444 1 11.6174 48.2369 48.852
11445 1 18.8769 46.5755 50.5395
11446 1 28.0513 46.9049 49.7095
11447 1 41.188 1.73152 45.0984
11448 1 43.0011 0.131566 47.0016
11449 1 6.93531 9.68039 10.8809
11450 1 12.5011 10.1573 8.01461
11451 1 26.4195 8.64167 9.58711
11452 1 31.8011 5.30468 9.62645
11453 1 43.1536 10.0758 1.68729
11454 1 43.3003 4.69983 13.3947
11455 1 6.56876 16.4657 11.2361
11456 1 13.0852 12.9538 11.1768
11457 1 24.9218 15.6922 8.0028
11458 1 31.2643 15.6541 -0.110489
11459 1 44.7048 13.6928 8.08524
11460 1 50.4755 14.0329 4.34997
11461 1 9.22265 18.4401 3.63946
11462 1 14.2328 28.3347 2.389
11463 1 18.8703 25.4898 11.2514
11464 1 36.7687 27.9009 3.37056
11465 1 38.7518 27.6132 12.1235
11466 1 3.32124 18.7367 6.85347
11467 1 3.83069 30.2361 10.5313
11468 1 16.2115 32.3296 9.38448
11469 1 22.6236 38.534 9.2009
11470 1 31.5652 34.4284 7.52857
11471 1 41.7544 32.7854 14.003
11472 1 50.6444 29.8424 9.72955
11473 1 10.812 39.6511 0.949364
11474 1 16.0018 40.4978 9.59696
11475 1 19.5446 40.9356 11.5904
11476 1 35.2036 45.4725 3.91915
11477 1 38.7004 44.2699 7.29002
11478 1 1.93164 40.9871 6.62311
11479 1 7.23886 48.5242 11.6752
11480 1 11.0375 45.2032 13.086
11481 1 27.6487 47.3517 7.50938
11482 1 32.8879 49.6224 10.8365
11483 1 38.3456 47.5986 8.03121
11484 1 3.71785 48.1207 8.07269
11485 1 8.42426 6.50412 19.1712
11486 1 19.6235 4.52997 16.1584
11487 1 24.7803 9.40214 14.9015
11488 1 32.8125 6.50967 20.6466
11489 1 40.6535 9.5183 20.2784
11490 1 47.2347 8.53364 22.615
11491 1 8.16273 19.4886 19.6437
11492 1 15.7939 13.1514 14.5579
11493 1 24.1169 15.3987 16.6351
11494 1 34.605 18.6306 23.5247
11495 1 40.5084 19.3714 25.1855
11496 1 48.523 12.8543 16.5652
11497 1 9.42066 22.0099 17.1118
11498 1 17.1112 21.9402 16.1608
11499 1 19.5098 22.4667 13.4585
11500 1 34.1332 25.5075 18.385
11501 1 38.8979 25.6528 13.4443
11502 1 44.5812 23.5516 19.6809
11503 1 6.42031 32.6876 16.3792
11504 1 19.2873 35.8331 12.3035
11505 1 24.7435 30.6789 15.3997
11506 1 32.7868 32.7911 11.2682
11507 1 40.968 32.2887 20.6672
11508 1 45.6526 33.1384 18.1661
11509 1 7.20903 38.7232 17.7784
11510 1 21.7939 42.715 22.6551
11511 1 26.9623 34.3367 16.6905
11512 1 35.6654 40.3993 17.2749
11513 1 38.8202 40.5505 19.72
11514 1 45.3781 41.6633 15.6388
11515 1 9.40989 45.9792 15.8246
11516 1 13.2137 49.8437 14.206
11517 1 24.6387 49.7888 15.7537
11518 1 27.163 47.8786 13.3157
11519 1 41.1618 48.0618 17.4678
11520 1 50.5371 0.535028 14.6443
11521 1 8.70007 3.69478 23.7177
11522 1 13.7109 9.84068 26.2548
11523 1 26.4861 8.08836 28.4291
11524 1 32.2339 47.2708 22.2592
11525 1 41.2215 7.90835 28.4667
11526 1 50.4267 3.03905 26.2136
11527 1 10.869 15.0628 27.7012
11528 1 18.2007 23.4963 27.6589
11529 1 24.2341 18.6851 24.1248
11530 1 37.4051 16.6084 24.0337
11531 1 39.8528 13.0517 23.2395
11532 1 47.5904 15.7333 24.1257
11533 1 7.59293 24.2435 25.6054
11534 1 12.0334 24.0801 26.1216
11535 1 25.5321 26.7481 29.1547
11536 1 30.3438 22.0943 18.9132
11537 1 34.625 23.641 26.5536
11538 1 45.3811 26.4132 24.6601
11539 1 1.65889 31.9676 21.9915
11540 1 17.3829 35.3079 27.8216
11541 1 27.0249 31.4949 26.8003
11542 1 33.2631 31.0957 21.9093
11543 1 37.921 32.2195 24.4591
11544 1 1.00678 38.302 25.4148
11545 1 9.23938 45.604 23.7604
11546 1 9.86149 39.9971 27.7947
11547 1 25.2282 40.2098 19.9405
11548 1 29.1958 37.133 27.5431
11549 1 40.1812 42.6109 23.9311
11550 1 0.242855 39.0805 21.1619
11551 1 5.19318 50.0378 28.6401
11552 1 10.8201 43.1502 23.0192
11553 1 25.2456 49.8233 22.5023
11554 1 27.2393 -0.00166863 25.3116
11555 1 38.5439 2.24791 24.7113
11556 1 49.5408 49.921 24.0566
11557 1 5.51755 4.03855 35.9395
11558 1 14.9882 6.74903 34.3905
11559 1 24.1402 2.17959 34.2701
11560 1 34.3314 2.91078 32.8719
11561 1 44.0231 1.65108 36.5353
11562 1 1.08785 5.53885 33.43
11563 1 6.83145 13.9787 30.0705
11564 1 14.5158 18.5354 34.6087
11565 1 26.8367 16.4516 34.3467
11566 1 32.4623 20.0472 31.7469
11567 1 40.6311 15.1137 34.5139
11568 1 45.0327 17.5858 34.0745
11569 1 4.03134 18.0961 31.4617
11570 1 16.7552 27.709 38.3298
11571 1 19.5222 24.4426 34.0573
11572 1 32.0196 23.5326 36.903
11573 1 40.0896 25.441 34.095
11574 1 48.3111 28.2665 29.5986
11575 1 4.64926 32.0781 35.7509
11576 1 19.6633 31.8349 35.5477
11577 1 28.5732 37.7475 38.3719
11578 1 28.5941 34.5594 43.0043
11579 1 37.6668 31.9587 30.6876
11580 1 50.2272 33.0127 29.4762
11581 1 11.26 46.1808 29.38
11582 1 22.1119 39.862 30.1089
11583 1 21.5448 41.3858 39.1432
11584 1 36.3799 40.4703 29.6378
11585 1 36.1709 47.2996 29.9036
11586 1 0.407274 39.7106 28.2594
11587 1 10.1336 47.51 31.9827
11588 1 15.1813 1.60975 40.9826
11589 1 20.1 -0.0995986 31.2507
11590 1 35.5555 48.4451 36.1346
11591 1 41.8351 2.61253 30.7001
11592 1 46.7269 45.5214 35.9145
11593 1 5.58719 1.41873 47.5486
11594 1 13.5151 11.9938 40.8582
11595 1 20.681 4.85447 39.9167
11596 1 29.6641 6.70009 41.3943
11597 1 38.7106 10.2971 48.1656
11598 1 48.801 7.24271 37.3966
11599 1 4.14563 17.5729 40.3521
11600 1 15.9607 15.8905 40.4303
11601 1 20.4269 17.3073 41.4361
11602 1 34.1592 13.8812 37.1424
11603 1 43.0825 14.5459 41.2896
11604 1 46.2014 15.4964 40.2667
11605 1 8.50314 21.195 40.1278
11606 1 12.5485 25.7267 40.6136
11607 1 26.3371 32.2656 39.2955
11608 1 28.9446 26.7247 39.8348
11609 1 36.5979 25.2316 42.2134
11610 1 -0.0715604 19.86 40.0184
11611 1 8.66855 35.9777 40.2902
11612 1 14.8088 30.0644 43.69
11613 1 28.0699 35.661 43.3376
11614 1 34.1985 28.1907 45.1743
11615 1 36.6711 34.0024 41.6547
11616 1 45.982 30.5772 39.436
11617 1 7.10469 38.9308 42.6213
11618 1 24.0749 45.8486 42.1889
11619 1 22.5341 44.7102 42.9923
11620 1 30.9241 44.3405 43.3099
11621 1 40.2069 33.9244 43.0503
11622 1 46.4539 33.7292 38.8139
11623 1 8.17641 50.051 38.6894
11624 1 8.70201 1.14822 38.3878
11625 1 21.3493 1.40492 40.71
11626 1 36.1237 1.31025 40.5779
11627 1 39.5132 46.7002 42.0671
11628 1 45.8164 2.24572 43.6323
11629 1 7.65083 6.39979 49.2917
11630 1 12.8473 3.86189 4.81283
11631 1 22.9768 7.32964 1.98999
11632 1 29.394 7.80368 1.64834
11633 1 37.5963 8.1987 1.4496
11634 1 1.9676 7.94411 47.9712
11635 1 10.3466 15.1117 49.1192
11636 1 13.8794 10.2556 0.950277
11637 1 25.723 17.9906 1.35362
11638 1 33.0421 13.3696 50.4666
11639 1 44.8369 11.3165 1.20936
11640 1 5.88344 16.0126 -0.0971602
11641 1 6.42965 23.0596 50.2937
11642 1 18.9324 24.8093 0.509747
11643 1 26.2557 26.9901 0.703193
11644 1 32.9181 22.2613 43.6047
11645 1 43.444 24.0276 4.19385
11646 1 48.7022 25.0091 0.515747
11647 1 6.73237 32.9745 2.55199
11648 1 10.9222 30.5889 48.7748
11649 1 19.0232 33.1211 48.4118
11650 1 32.7923 32.291 4.30081
11651 1 38.2369 32.4879 47.9539
11652 1 0.19894 25.0697 49.0263
11653 1 3.55486 37.6442 50.6265
11654 1 14.9463 36.862 -0.0209381
11655 1 18.8124 41.2535 1.80705
11656 1 31.1982 40.3518 -0.0880487
11657 1 39.4422 40.1683 49.0835
11658 1 46.8316 37.3508 0.778018
11659 1 9.82583 49.6396 46.6805
11660 1 9.68539 46.2287 0.479244
11661 1 22.9141 0.973533 3.76381
11662 1 33.169 49.7567 48.5372
11663 1 47.2258 4.22789 48.0451
11664 1 50.4358 46.7447 2.09083
11665 1 48.8757 -0.0256004 0.912017
11666 1 6.11766 3.51134 2.95506
11667 1 15.168 0.783789 2.04205
11668 1 24.9251 1.31116 4.22668
11669 1 36.9349 2.13096 49.8912
11670 1 44.3325 2.02467 0.649698
11671 1 1.47422 5.20028 46.7325
11672 1 10.4173 3.37727 -0.135912
11673 1 18.3865 13.194 50.0271
11674 1 26.0695 8.18782 0.0915007
11675 1 30.1109 5.20512 0.372117
11676 1 42.5969 7.71837 5.93484
11677 1 48.0636 18.0929 49.981
11678 1 2.41371 21.0093 49.7518
11679 1 13.7891 16.4647 2.64555
11680 1 23.4607 17.6545 44.1766
11681 1 37.6006 15.1952 2.55979
11682 1 36.0256 15.2334 47.9634
11683 1 49.2898 26.4826 2.35636
11684 1 1.87624 22.6006 3.34849
11685 1 18.0287 22.3218 49.8632
11686 1 28.3429 21.3325 1.92151
11687 1 30.9426 23.6582 45.8829
11688 1 41.5385 26.7169 1.31387
11689 1 1.18123 34.5104 49.3923
11690 1 8.96259 32.9803 4.62761
11691 1 17.1286 34.8238 1.02197
11692 1 20.5606 34.0809 2.11137
11693 1 33.0385 34.4351 2.03325
11694 1 40.9304 32.3738 1.52132
11695 1 1.25084 38.887 48.0206
11696 1 11.0278 39.027 9.70683
11697 1 15.2571 45.8937 2.26025
11698 1 34.3066 46.1811 4.31102
11699 1 37.5186 43.4704 49.0308
11700 1 44.5063 43.1791 -0.0083108
11701 1 49.749 3.10982 5.65314
11702 1 9.90535 -0.144892 9.08281
11703 1 17.091 49.7276 7.00542
11704 1 27.0472 49.0949 12.811
11705 1 33.8349 49.4823 8.03832
11706 1 44.2606 1.96526 5.82565
11707 1 49.513 10.3381 5.32407
11708 1 6.38415 8.04299 9.65042
11709 1 19.0989 14.3436 11.5194
11710 1 25.1468 14.5179 9.8337
11711 1 41.5409 9.7836 15.3048
11712 1 43.3031 12.5961 7.82645
11713 1 50.1205 13.9356 13.5073
11714 1 13.0852 14.7434 13.0436
11715 1 18.1917 16.0621 11.3546
11716 1 26.0005 18.111 6.90297
11717 1 34.5577 21.2714 10.726
11718 1 45.6776 18.0852 7.46279
11719 1 48.0871 24.0682 9.97734
11720 1 9.51761 20.6101 9.42071
11721 1 25.3023 25.9858 4.60872
11722 1 25.8864 26.5183 5.58523
11723 1 29.9599 29.1775 9.70455
11724 1 47.6867 24.8283 10.8967
11725 1 1.96828 38.9105 4.31018
11726 1 6.59844 31.0137 8.27092
11727 1 17.9912 34.0175 13.839
11728 1 22.9888 36.4887 11.79
11729 1 32.0403 31.8074 5.80703
11730 1 43.7931 31.0133 7.5252
11731 1 3.49584 43.3774 10.0639
11732 1 3.86242 40.8558 11.7819
11733 1 14.3964 49.7825 12.4799
11734 1 21.3866 46.9327 9.90454
11735 1 35.0648 45.4958 6.0522
11736 1 43.0664 39.6874 10.8344
11737 1 49.1061 49.6758 16.3886
11738 1 9.39379 0.381685 14.803
11739 1 15.7728 49.5848 18.8497
11740 1 22.6854 48.6705 15.4537
11741 1 35.9979 47.6803 16.6057
11742 1 40.5938 0.0272374 18.9012
11743 1 49.8817 8.20942 18.6153
11744 1 14.9643 7.56117 20.1809
11745 1 19.7364 8.87974 18.9058
11746 1 23.9167 10.2965 15.1148
11747 1 33.3964 7.64385 14.4947
11748 1 45.4724 7.43233 22.1983
11749 1 -0.0134411 17.3971 22.3702
11750 1 12.5113 14.1201 16.5399
11751 1 19.08 20.4127 19.902
11752 1 30.1513 15.4645 16.2692
11753 1 33.9497 20.9005 17.0704
11754 1 39.9902 10.0173 17.5337
11755 1 47.7723 26.6747 16.7941
11756 1 8.52019 22.3575 15.1522
11757 1 17.9395 23.5833 17.9506
11758 1 26.6814 25.5117 21.0976
11759 1 33.4877 30.127 18.7109
11760 1 38.0793 26.4314 21.2921
11761 1 2.12471 35.1865 13.1143
11762 1 6.2578 31.0687 23.6291
11763 1 21.0947 36.0768 21.0925
11764 1 23.332 31.4023 18.9083
11765 1 32.5352 30.6992 16.4538
11766 1 46.5645 34.4653 14.549
11767 1 1.82344 40.743 11.6481
11768 1 12.6589 41.8437 18.2955
11769 1 20.1923 43.4608 16.8001
11770 1 27.2485 38.7918 18.4658
11771 1 39.1864 46.6139 19.7336
11772 1 36.4517 40.0151 20.2025
11773 1 0.921344 50.2989 26.9097
11774 1 14.7513 1.83323 25.0803
11775 1 16.8524 46.6015 30.2328
11776 1 26.4482 0.942813 25.5189
11777 1 35.3799 -0.177431 35.1152
11778 1 44.184 0.725504 23.9111
11779 1 48.4793 7.90402 30.1105
11780 1 7.32319 9.18511 24.0791
11781 1 16.1658 10.4866 26.253
11782 1 29.183 8.29196 20.0633
11783 1 37.6369 1.69432 27.2785
11784 1 39.2478 7.05457 28.2345
11785 1 2.90872 21.6289 20.9964
11786 1 9.80129 20.0089 29.8552
11787 1 26.0533 18.1413 27.3265
11788 1 25.7842 15.4755 29.8905
11789 1 32.031 14.9739 27.9885
11790 1 38.9928 16.054 32.8751
11791 1 2.58423 18.7416 28.7397
11792 1 7.29071 24.0252 32.7299
11793 1 19.4012 23.7038 27.5635
11794 1 28.2742 29.9254 24.2721
11795 1 35.4243 22.169 25.4415
11796 1 41.4892 28.9634 22.2269
11797 1 2.48149 32.1447 28.6259
11798 1 10.7988 32.4062 28.5932
11799 1 19.4084 37.2333 24.7408
11800 1 22.133 35.4839 27.8403
11801 1 35.2307 30.6404 22.8462
11802 1 41.1886 37.3329 29.34
11803 1 3.02242 37.9904 28.0752
11804 1 10.4388 35.6765 26.4817
11805 1 13.9917 43.1565 21.3945
11806 1 26.7167 42.6332 25.1369
11807 1 33.7393 40.4395 24.0474
11808 1 50.3696 47.4904 27.2532
11809 1 4.54079 49.8864 35.9014
11810 1 9.75171 49.0153 33.1846
11811 1 18.5526 2.25405 32.5069
11812 1 23.8496 48.863 33.4514
11813 1 32.4419 2.27804 30.5548
11814 1 44.3679 1.84584 32.2876
11815 1 1.82636 5.26196 37.5372
11816 1 12.5279 11.1982 28.4266
11817 1 18.1592 6.35042 38.9667
11818 1 26.8915 10.8597 32.7299
11819 1 32.0249 9.06403 36.9021
11820 1 39.4757 8.77686 39.6864
11821 1 49.878 18.4431 36.7176
11822 1 7.30309 16.9243 29.6568
11823 1 21.0492 19.0147 38.828
11824 1 26.329 15.4076 32.7812
11825 1 35.3658 15.4773 33.4154
11826 1 42.9809 15.352 34.8966
11827 1 5.69756 26.8408 34.7626
11828 1 11.6304 28.5597 40.1269
11829 1 14.7952 26.4568 31.9745
11830 1 27.9195 29.8537 39.1857
11831 1 29.948 21.9883 33.0401
11832 1 47.3306 29.6302 32.4515
11833 1 2.93883 35.9684 34.9933
11834 1 8.67248 36.9949 36.667
11835 1 14.6394 37.4613 37.015
11836 1 22.6096 26.6032 34.6356
11837 1 34.9102 36.5019 38.4639
11838 1 41.6691 31.6651 31.8153
11839 1 49.5026 43.6683 38.1397
11840 1 9.04106 43.2594 30.6811
11841 1 12.9847 40.2452 31.7732
11842 1 26.7171 39.424 39.4089
11843 1 29.6183 44.1581 36.2245
11844 1 46.7255 37.0642 32.8631
11845 1 49.5934 49.0271 45.487
11846 1 9.36972 2.66509 45.5142
11847 1 21.5993 3.31838 44.1095
11848 1 22.8744 1.56664 37.0735
11849 1 35.7575 1.41849 47.7391
11850 1 46.0681 50.2681 44.1038
11851 1 48.2833 3.78187 43.8956
11852 1 8.27702 10.6054 46.6654
11853 1 18.899 8.91374 43.7882
11854 1 28.9343 5.59465 43.1421
11855 1 32.3797 7.46281 44.3917
11856 1 43.6204 11.496 45.896
11857 1 50.1672 15.7487 43.7054
11858 1 11.2497 19.3848 47.2571
11859 1 12.4599 15.1263 46.202
11860 1 26.3909 14.1447 43.6561
11861 1 33.7315 14.2788 45.4401
11862 1 42.957 21.344 43.9119
11863 1 1.92784 27.4144 39.3564
11864 1 10.2893 26.4686 48.3213
11865 1 16.6318 29.6124 42.3002
11866 1 22.1045 24.8373 44.9622
11867 1 35.1605 26.2995 39.8505
11868 1 40.9349 22.6956 39.6673
11869 1 50.4945 35.7009 39.4245
11870 1 7.20506 37.1813 44.987
11871 1 12.9467 38.0104 46.2599
11872 1 30.3824 31.8856 46.1211
11873 1 34.9948 33.5478 45.4526
11874 1 40.7121 34.9779 42.428
11875 1 50.3916 40.4687 40.0398
11876 1 10.8662 42.3477 42.5561
11877 1 14.1517 42.8767 48.0828
11878 1 24.014 42.5846 36.8646
11879 1 36.287 37.6235 43.845
11880 1 39.9191 40.5971 46.5815
11881 1 1.40151 3.33881 4.46351
11882 1 8.63121 5.83246 5.28704
11883 1 20.5197 49.9466 5.29121
11884 1 27.4262 4.35235 49.4969
11885 1 38.9263 2.95764 49.2436
11886 1 41.859 2.23129 49.8757
11887 1 6.26991 14.9307 0.343293
11888 1 12.4898 5.46816 -0.123903
11889 1 20.2009 10.5928 50.5241
11890 1 28.3552 10.5042 1.15671
11891 1 34.3153 11.1584 1.46126
11892 1 42.9251 7.22671 50.0933
11893 1 45.9792 16.9774 47.5676
11894 1 11.4761 20.4315 0.153758
11895 1 15.6379 10.5066 0.0752791
11896 1 24.8743 18.2243 49.7137
11897 1 41.9307 15.3828 5.8266
11898 1 41.0631 18.3926 2.20074
11899 1 2.40955 32.9073 1.4222
11900 1 7.61267 23.3831 50.4816
